method,sequence,run_id,frame_id,dynamic_map_points,suppressed_map_points,observed_unique_map_points,effective_dynamic_map_points,evidence_suppressed_map_points
Temporal,fr3_walking_xyz,run_05,56,0,0,577,119,119
Temporal,fr3_walking_xyz,run_05,57,0,0,552,92,92
Temporal,fr3_walking_xyz,run_05,58,0,0,480,84,84
Temporal,fr3_walking_xyz,run_05,59,0,0,504,72,72
Temporal,fr3_walking_xyz,run_05,60,0,0,508,72,72
Temporal,fr3_walking_xyz,run_05,61,0,0,448,70,70
Temporal,fr3_walking_xyz,run_05,62,0,0,472,68,68
Temporal,fr3_walking_xyz,run_05,63,0,0,528,69,69
Temporal,fr3_walking_xyz,run_05,64,0,0,525,84,84
Temporal,fr3_walking_xyz,run_05,65,0,0,550,88,88
Temporal,fr3_walking_xyz,run_05,66,0,0,538,85,85
Temporal,fr3_walking_xyz,run_05,67,0,0,460,73,73
Temporal,fr3_walking_xyz,run_05,68,0,0,521,74,74
Temporal,fr3_walking_xyz,run_05,69,0,0,532,78,78
Temporal,fr3_walking_xyz,run_05,70,0,0,544,81,81
Temporal,fr3_walking_xyz,run_05,71,0,0,495,69,69
Temporal,fr3_walking_xyz,run_05,72,0,0,552,74,74
Temporal,fr3_walking_xyz,run_05,73,0,0,531,80,80
Temporal,fr3_walking_xyz,run_05,74,0,0,593,126,126
Temporal,fr3_walking_xyz,run_05,75,0,0,532,122,122
Temporal,fr3_walking_xyz,run_05,76,0,0,603,124,124
Temporal,fr3_walking_xyz,run_05,77,0,0,568,126,126
Temporal,fr3_walking_xyz,run_05,78,0,0,610,126,126
Temporal,fr3_walking_xyz,run_05,79,0,0,554,131,131
Temporal,fr3_walking_xyz,run_05,80,0,0,610,146,146
Temporal,fr3_walking_xyz,run_05,81,0,0,571,135,135
Temporal,fr3_walking_xyz,run_05,82,0,0,531,118,118
Temporal,fr3_walking_xyz,run_05,83,0,0,536,112,112
Temporal,fr3_walking_xyz,run_05,84,0,0,577,123,123
Temporal,fr3_walking_xyz,run_05,85,0,0,641,135,135
Temporal,fr3_walking_xyz,run_05,86,0,0,585,113,113
Temporal,fr3_walking_xyz,run_05,87,0,0,638,126,126
Temporal,fr3_walking_xyz,run_05,88,0,0,573,118,118
Temporal,fr3_walking_xyz,run_05,89,0,0,572,132,132
Temporal,fr3_walking_xyz,run_05,90,0,0,538,124,124
Temporal,fr3_walking_xyz,run_05,91,0,0,573,119,119
Temporal,fr3_walking_xyz,run_05,92,0,0,542,104,104
Temporal,fr3_walking_xyz,run_05,93,0,0,589,100,100
Temporal,fr3_walking_xyz,run_05,94,0,0,546,110,110
Temporal,fr3_walking_xyz,run_05,95,0,0,561,106,106
Temporal,fr3_walking_xyz,run_05,96,0,0,613,96,96
Temporal,fr3_walking_xyz,run_05,97,0,0,660,97,97
Temporal,fr3_walking_xyz,run_05,98,0,0,671,107,107
Temporal,fr3_walking_xyz,run_05,99,0,0,698,110,110
Temporal,fr3_walking_xyz,run_05,100,0,0,621,108,108
Temporal,fr3_walking_xyz,run_05,101,0,0,682,108,108
Temporal,fr3_walking_xyz,run_05,102,0,0,663,101,101
Temporal,fr3_walking_xyz,run_05,103,0,0,728,113,113
Temporal,fr3_walking_xyz,run_05,104,0,0,761,110,110
Temporal,fr3_walking_xyz,run_05,105,0,0,726,102,102
Temporal,fr3_walking_xyz,run_05,106,0,0,746,104,104
Temporal,fr3_walking_xyz,run_05,107,0,0,699,111,111
Temporal,fr3_walking_xyz,run_05,108,0,0,775,146,146
Temporal,fr3_walking_xyz,run_05,109,0,0,714,133,133
Temporal,fr3_walking_xyz,run_05,110,0,0,738,140,140
Temporal,fr3_walking_xyz,run_05,111,0,0,754,140,140
Temporal,fr3_walking_xyz,run_05,112,0,0,690,120,120
Temporal,fr3_walking_xyz,run_05,113,0,0,691,99,99
Temporal,fr3_walking_xyz,run_05,114,0,0,669,117,117
Temporal,fr3_walking_xyz,run_05,115,0,0,676,131,131
Temporal,fr3_walking_xyz,run_05,116,0,0,666,115,115
Temporal,fr3_walking_xyz,run_05,117,0,0,696,114,114
Temporal,fr3_walking_xyz,run_05,118,0,0,696,115,115
Temporal,fr3_walking_xyz,run_05,119,0,0,701,118,118
Temporal,fr3_walking_xyz,run_05,120,0,0,700,116,116
Temporal,fr3_walking_xyz,run_05,121,0,0,688,115,115
Temporal,fr3_walking_xyz,run_05,122,0,0,604,100,100
Temporal,fr3_walking_xyz,run_05,123,0,0,606,133,133
Temporal,fr3_walking_xyz,run_05,124,0,0,619,132,132
Temporal,fr3_walking_xyz,run_05,125,0,0,662,132,132
Temporal,fr3_walking_xyz,run_05,126,0,0,658,137,137
Temporal,fr3_walking_xyz,run_05,127,0,0,625,140,140
Temporal,fr3_walking_xyz,run_05,128,0,0,628,132,132
Temporal,fr3_walking_xyz,run_05,129,0,0,617,152,152
Temporal,fr3_walking_xyz,run_05,130,0,0,622,167,167
Temporal,fr3_walking_xyz,run_05,131,0,0,617,155,155
Temporal,fr3_walking_xyz,run_05,132,0,0,651,160,160
Temporal,fr3_walking_xyz,run_05,133,0,0,637,160,160
Temporal,fr3_walking_xyz,run_05,134,0,0,610,156,156
Temporal,fr3_walking_xyz,run_05,135,0,0,649,188,188
Temporal,fr3_walking_xyz,run_05,136,0,0,616,206,206
Temporal,fr3_walking_xyz,run_05,137,0,0,622,210,210
Temporal,fr3_walking_xyz,run_05,138,0,0,650,247,247
Temporal,fr3_walking_xyz,run_05,139,0,0,664,225,225
Temporal,fr3_walking_xyz,run_05,140,0,0,661,183,183
Temporal,fr3_walking_xyz,run_05,141,0,0,752,177,177
Temporal,fr3_walking_xyz,run_05,142,0,0,643,176,176
Temporal,fr3_walking_xyz,run_05,143,0,0,729,216,216
Temporal,fr3_walking_xyz,run_05,144,0,0,720,191,191
Temporal,fr3_walking_xyz,run_05,145,0,0,713,177,177
Temporal,fr3_walking_xyz,run_05,146,0,0,680,151,151
Temporal,fr3_walking_xyz,run_05,147,0,0,701,139,139
Temporal,fr3_walking_xyz,run_05,148,0,0,716,152,152
Temporal,fr3_walking_xyz,run_05,149,0,0,703,128,128
Temporal,fr3_walking_xyz,run_05,150,0,0,724,138,138
Temporal,fr3_walking_xyz,run_05,151,0,0,676,93,93
Temporal,fr3_walking_xyz,run_05,152,0,0,691,79,79
Temporal,fr3_walking_xyz,run_05,153,0,0,702,70,70
Temporal,fr3_walking_xyz,run_05,154,0,0,672,65,65
Temporal,fr3_walking_xyz,run_05,155,0,0,715,65,65
Temporal,fr3_walking_xyz,run_05,156,0,0,768,74,74
Temporal,fr3_walking_xyz,run_05,157,0,0,845,74,74
Temporal,fr3_walking_xyz,run_05,158,0,0,816,93,93
Temporal,fr3_walking_xyz,run_05,159,0,0,902,154,154
Temporal,fr3_walking_xyz,run_05,160,0,0,834,168,168
Temporal,fr3_walking_xyz,run_05,161,0,0,838,194,194
Temporal,fr3_walking_xyz,run_05,162,0,0,878,259,259
Temporal,fr3_walking_xyz,run_05,163,0,0,952,321,321
Temporal,fr3_walking_xyz,run_05,164,0,0,1024,363,363
Temporal,fr3_walking_xyz,run_05,165,0,0,1070,416,416
Temporal,fr3_walking_xyz,run_05,166,0,0,1045,399,399
Temporal,fr3_walking_xyz,run_05,167,0,0,974,388,388
Temporal,fr3_walking_xyz,run_05,168,0,0,1008,406,406
Temporal,fr3_walking_xyz,run_05,169,0,0,992,462,462
Temporal,fr3_walking_xyz,run_05,170,0,0,1042,527,527
Temporal,fr3_walking_xyz,run_05,171,0,0,921,400,400
Temporal,fr3_walking_xyz,run_05,172,0,0,931,490,490
Temporal,fr3_walking_xyz,run_05,173,0,0,936,511,511
Temporal,fr3_walking_xyz,run_05,174,0,0,799,491,491
Temporal,fr3_walking_xyz,run_05,175,0,0,837,480,480
Temporal,fr3_walking_xyz,run_05,176,0,0,837,480,480
Temporal,fr3_walking_xyz,run_05,177,0,0,840,481,481
Temporal,fr3_walking_xyz,run_05,178,0,0,853,480,480
Temporal,fr3_walking_xyz,run_05,179,0,0,853,477,477
Temporal,fr3_walking_xyz,run_05,180,0,0,845,465,465
Temporal,fr3_walking_xyz,run_05,181,0,0,892,456,456
Temporal,fr3_walking_xyz,run_05,182,0,0,921,453,453
Temporal,fr3_walking_xyz,run_05,183,0,0,932,431,431
Temporal,fr3_walking_xyz,run_05,184,0,0,967,429,429
Temporal,fr3_walking_xyz,run_05,185,0,0,991,426,426
Temporal,fr3_walking_xyz,run_05,186,0,0,829,366,366
Temporal,fr3_walking_xyz,run_05,187,0,0,858,371,371
Temporal,fr3_walking_xyz,run_05,188,0,0,911,378,378
Temporal,fr3_walking_xyz,run_05,189,0,0,910,379,379
Temporal,fr3_walking_xyz,run_05,190,0,0,861,380,380
Temporal,fr3_walking_xyz,run_05,191,0,0,954,377,377
Temporal,fr3_walking_xyz,run_05,192,0,0,932,365,365
Temporal,fr3_walking_xyz,run_05,193,0,0,944,349,349
Temporal,fr3_walking_xyz,run_05,194,0,0,1000,351,351
Temporal,fr3_walking_xyz,run_05,195,0,0,1094,357,357
Temporal,fr3_walking_xyz,run_05,196,0,0,1126,343,343
Temporal,fr3_walking_xyz,run_05,197,0,0,1286,271,271
Temporal,fr3_walking_xyz,run_05,198,0,0,1401,206,206
Temporal,fr3_walking_xyz,run_05,199,0,0,1315,220,220
Temporal,fr3_walking_xyz,run_05,200,0,0,1380,179,179
Temporal,fr3_walking_xyz,run_05,201,0,0,1290,160,160
Temporal,fr3_walking_xyz,run_05,202,0,0,1406,167,167
Temporal,fr3_walking_xyz,run_05,203,0,0,1374,179,179
Temporal,fr3_walking_xyz,run_05,204,0,0,1497,207,207
Temporal,fr3_walking_xyz,run_05,205,0,0,1553,328,328
Temporal,fr3_walking_xyz,run_05,206,0,0,1488,518,518
Temporal,fr3_walking_xyz,run_05,207,0,0,1529,426,426
Temporal,fr3_walking_xyz,run_05,208,0,0,1568,419,419
Temporal,fr3_walking_xyz,run_05,209,0,0,1643,446,446
Temporal,fr3_walking_xyz,run_05,210,0,0,1696,585,585
Temporal,fr3_walking_xyz,run_05,211,0,0,1745,566,566
Temporal,fr3_walking_xyz,run_05,212,0,0,1623,575,575
Temporal,fr3_walking_xyz,run_05,213,0,0,1767,591,591
Temporal,fr3_walking_xyz,run_05,214,0,0,1701,614,614
Temporal,fr3_walking_xyz,run_05,215,0,0,1793,643,643
Temporal,fr3_walking_xyz,run_05,216,0,0,1815,785,785
Temporal,fr3_walking_xyz,run_05,217,0,0,1801,787,787
Temporal,fr3_walking_xyz,run_05,218,0,0,1846,778,778
Temporal,fr3_walking_xyz,run_05,219,0,0,1836,759,759
Temporal,fr3_walking_xyz,run_05,220,0,0,1848,763,763
Temporal,fr3_walking_xyz,run_05,221,0,0,1827,919,919
Temporal,fr3_walking_xyz,run_05,222,0,0,1887,882,882
Temporal,fr3_walking_xyz,run_05,223,0,0,1843,857,857
Temporal,fr3_walking_xyz,run_05,224,0,0,1889,888,888
Temporal,fr3_walking_xyz,run_05,225,0,0,1934,869,869
Temporal,fr3_walking_xyz,run_05,226,0,0,1908,836,836
Temporal,fr3_walking_xyz,run_05,227,0,0,1999,836,836
Temporal,fr3_walking_xyz,run_05,228,0,0,1967,835,835
Temporal,fr3_walking_xyz,run_05,229,0,0,1996,807,807
Temporal,fr3_walking_xyz,run_05,230,0,0,1995,811,811
Temporal,fr3_walking_xyz,run_05,231,0,0,1948,901,901
Temporal,fr3_walking_xyz,run_05,232,0,0,1906,897,897
Temporal,fr3_walking_xyz,run_05,233,0,0,1920,939,939
Temporal,fr3_walking_xyz,run_05,234,0,0,1875,1036,1036
Temporal,fr3_walking_xyz,run_05,235,0,0,1852,1006,1006
Temporal,fr3_walking_xyz,run_05,236,0,0,1829,1002,1002
Temporal,fr3_walking_xyz,run_05,237,0,0,1829,978,978
Temporal,fr3_walking_xyz,run_05,238,0,0,1844,943,943
Temporal,fr3_walking_xyz,run_05,239,0,0,1862,935,935
Temporal,fr3_walking_xyz,run_05,240,0,0,1908,906,906
Temporal,fr3_walking_xyz,run_05,241,0,0,1852,846,846
Temporal,fr3_walking_xyz,run_05,242,0,0,1859,847,847
Temporal,fr3_walking_xyz,run_05,243,0,0,1864,783,783
Temporal,fr3_walking_xyz,run_05,244,0,0,1899,762,762
Temporal,fr3_walking_xyz,run_05,245,0,0,1879,733,733
Temporal,fr3_walking_xyz,run_05,246,0,0,1946,734,734
Temporal,fr3_walking_xyz,run_05,247,0,0,1868,731,731
Temporal,fr3_walking_xyz,run_05,248,0,0,1907,734,734
Temporal,fr3_walking_xyz,run_05,249,0,0,1925,717,717
Temporal,fr3_walking_xyz,run_05,250,0,0,1929,730,730
Temporal,fr3_walking_xyz,run_05,251,0,0,1953,726,726
Temporal,fr3_walking_xyz,run_05,252,0,0,1952,662,662
Temporal,fr3_walking_xyz,run_05,253,0,0,1932,626,626
Temporal,fr3_walking_xyz,run_05,254,0,0,1971,607,607
Temporal,fr3_walking_xyz,run_05,255,0,0,1982,580,580
Temporal,fr3_walking_xyz,run_05,256,0,0,1964,540,540
Temporal,fr3_walking_xyz,run_05,257,0,0,1964,495,495
Temporal,fr3_walking_xyz,run_05,258,0,0,1922,466,466
Temporal,fr3_walking_xyz,run_05,259,0,0,1866,442,442
Temporal,fr3_walking_xyz,run_05,260,0,0,1843,336,336
Temporal,fr3_walking_xyz,run_05,261,0,0,1786,313,313
Temporal,fr3_walking_xyz,run_05,262,0,0,1774,296,296
Temporal,fr3_walking_xyz,run_05,263,0,0,1744,289,289
Temporal,fr3_walking_xyz,run_05,264,0,0,1672,228,228
Temporal,fr3_walking_xyz,run_05,265,0,0,1664,190,190
Temporal,fr3_walking_xyz,run_05,266,0,0,1641,129,129
Temporal,fr3_walking_xyz,run_05,267,0,0,1632,68,68
Temporal,fr3_walking_xyz,run_05,268,0,0,1614,0,0
Temporal,fr3_walking_xyz,run_05,269,0,0,1615,0,0
Temporal,fr3_walking_xyz,run_05,270,0,0,1640,0,0
Temporal,fr3_walking_xyz,run_05,271,0,0,1667,0,0
Temporal,fr3_walking_xyz,run_05,272,0,0,1582,0,0
Temporal,fr3_walking_xyz,run_05,273,0,0,1610,0,0
Temporal,fr3_walking_xyz,run_05,274,0,0,1637,0,0
Temporal,fr3_walking_xyz,run_05,275,0,0,1655,0,0
Temporal,fr3_walking_xyz,run_05,276,0,0,1671,0,0
Temporal,fr3_walking_xyz,run_05,277,0,0,1720,0,0
Temporal,fr3_walking_xyz,run_05,278,0,0,1805,0,0
Temporal,fr3_walking_xyz,run_05,279,0,0,1783,0,0
Temporal,fr3_walking_xyz,run_05,280,0,0,1771,0,0
Temporal,fr3_walking_xyz,run_05,281,0,0,1790,0,0
Temporal,fr3_walking_xyz,run_05,282,0,0,1734,0,0
Temporal,fr3_walking_xyz,run_05,283,0,0,1639,0,0
Temporal,fr3_walking_xyz,run_05,284,0,0,1676,0,0
Temporal,fr3_walking_xyz,run_05,285,0,0,1693,0,0
Temporal,fr3_walking_xyz,run_05,286,0,0,1653,0,0
Temporal,fr3_walking_xyz,run_05,287,0,0,1650,0,0
Temporal,fr3_walking_xyz,run_05,288,0,0,1657,0,0
Temporal,fr3_walking_xyz,run_05,289,0,0,1663,0,0
Temporal,fr3_walking_xyz,run_05,290,0,0,1596,0,0
Temporal,fr3_walking_xyz,run_05,291,0,0,1512,0,0
Temporal,fr3_walking_xyz,run_05,292,0,0,1515,0,0
Temporal,fr3_walking_xyz,run_05,293,0,0,1507,0,0
Temporal,fr3_walking_xyz,run_05,294,0,0,1499,0,0
Temporal,fr3_walking_xyz,run_05,295,0,0,1488,0,0
Temporal,fr3_walking_xyz,run_05,296,0,0,1414,0,0
Temporal,fr3_walking_xyz,run_05,297,0,0,1344,0,0
Temporal,fr3_walking_xyz,run_05,298,0,0,1348,0,0
Temporal,fr3_walking_xyz,run_05,299,0,0,1340,0,0
Temporal,fr3_walking_xyz,run_05,300,0,0,1291,0,0
Temporal,fr3_walking_xyz,run_05,301,0,0,1314,0,0
Temporal,fr3_walking_xyz,run_05,302,0,0,1274,0,0
Temporal,fr3_walking_xyz,run_05,303,0,0,1282,0,0
Temporal,fr3_walking_xyz,run_05,304,0,0,1326,0,0
Temporal,fr3_walking_xyz,run_05,305,0,0,1321,0,0
Temporal,fr3_walking_xyz,run_05,306,0,0,1172,0,0
Temporal,fr3_walking_xyz,run_05,307,0,0,1221,0,0
Temporal,fr3_walking_xyz,run_05,308,0,0,1265,0,0
Temporal,fr3_walking_xyz,run_05,309,0,0,1332,0,0
Temporal,fr3_walking_xyz,run_05,310,0,0,1379,0,0
Temporal,fr3_walking_xyz,run_05,311,0,0,1442,0,0
Temporal,fr3_walking_xyz,run_05,312,0,0,1381,0,0
Temporal,fr3_walking_xyz,run_05,313,0,0,1426,0,0
Temporal,fr3_walking_xyz,run_05,314,0,0,1459,0,0
Temporal,fr3_walking_xyz,run_05,315,0,0,1451,0,0
Temporal,fr3_walking_xyz,run_05,316,0,0,1524,0,0
Temporal,fr3_walking_xyz,run_05,317,0,0,1586,0,0
Temporal,fr3_walking_xyz,run_05,318,0,0,1559,0,0
Temporal,fr3_walking_xyz,run_05,319,0,0,1598,0,0
Temporal,fr3_walking_xyz,run_05,320,0,0,1669,0,0
Temporal,fr3_walking_xyz,run_05,321,0,0,1707,0,0
Temporal,fr3_walking_xyz,run_05,322,0,0,1724,0,0
Temporal,fr3_walking_xyz,run_05,323,0,0,1770,0,0
Temporal,fr3_walking_xyz,run_05,324,0,0,1749,0,0
Temporal,fr3_walking_xyz,run_05,325,0,0,1781,0,0
Temporal,fr3_walking_xyz,run_05,326,0,0,1766,0,0
Temporal,fr3_walking_xyz,run_05,327,0,0,1801,0,0
Temporal,fr3_walking_xyz,run_05,328,0,0,1810,0,0
Temporal,fr3_walking_xyz,run_05,329,0,0,1855,0,0
Temporal,fr3_walking_xyz,run_05,330,0,0,1797,0,0
Temporal,fr3_walking_xyz,run_05,331,0,0,1797,0,0
Temporal,fr3_walking_xyz,run_05,332,0,0,1792,0,0
Temporal,fr3_walking_xyz,run_05,333,0,0,1792,0,0
Temporal,fr3_walking_xyz,run_05,334,0,0,1807,0,0
Temporal,fr3_walking_xyz,run_05,335,0,0,1818,0,0
Temporal,fr3_walking_xyz,run_05,336,0,0,1818,0,0
Temporal,fr3_walking_xyz,run_05,337,0,0,1827,0,0
Temporal,fr3_walking_xyz,run_05,338,0,0,1819,0,0
Temporal,fr3_walking_xyz,run_05,339,0,0,1806,0,0
Temporal,fr3_walking_xyz,run_05,340,0,0,1823,0,0
Temporal,fr3_walking_xyz,run_05,341,0,0,1891,0,0
Temporal,fr3_walking_xyz,run_05,342,0,0,1895,0,0
Temporal,fr3_walking_xyz,run_05,343,0,0,1827,0,0
Temporal,fr3_walking_xyz,run_05,344,0,0,1802,0,0
Temporal,fr3_walking_xyz,run_05,345,0,0,1806,0,0
Temporal,fr3_walking_xyz,run_05,346,0,0,1784,0,0
Temporal,fr3_walking_xyz,run_05,347,0,0,1786,0,0
Temporal,fr3_walking_xyz,run_05,348,0,0,1816,0,0
Temporal,fr3_walking_xyz,run_05,349,0,0,1805,0,0
Temporal,fr3_walking_xyz,run_05,350,0,0,1767,0,0
Temporal,fr3_walking_xyz,run_05,351,0,0,1787,0,0
Temporal,fr3_walking_xyz,run_05,352,0,0,1781,0,0
Temporal,fr3_walking_xyz,run_05,353,0,0,1772,0,0
Temporal,fr3_walking_xyz,run_05,354,0,0,1777,0,0
Temporal,fr3_walking_xyz,run_05,355,0,0,1805,48,48
Temporal,fr3_walking_xyz,run_05,356,0,0,1796,8,8
Temporal,fr3_walking_xyz,run_05,357,0,0,1789,43,43
Temporal,fr3_walking_xyz,run_05,358,0,0,1661,41,41
Temporal,fr3_walking_xyz,run_05,359,0,0,1643,40,40
Temporal,fr3_walking_xyz,run_05,360,0,0,1642,40,40
Temporal,fr3_walking_xyz,run_05,361,0,0,1626,40,40
Temporal,fr3_walking_xyz,run_05,362,0,0,1638,40,40
Temporal,fr3_walking_xyz,run_05,363,0,0,1646,27,27
Temporal,fr3_walking_xyz,run_05,364,0,0,1655,27,27
Temporal,fr3_walking_xyz,run_05,365,0,0,1732,27,27
Temporal,fr3_walking_xyz,run_05,366,0,0,1738,27,27
Temporal,fr3_walking_xyz,run_05,367,0,0,1698,24,24
Temporal,fr3_walking_xyz,run_05,368,0,0,1674,18,18
Temporal,fr3_walking_xyz,run_05,369,0,0,1709,18,18
Temporal,fr3_walking_xyz,run_05,370,0,0,1699,34,34
Temporal,fr3_walking_xyz,run_05,371,0,0,1710,15,15
Temporal,fr3_walking_xyz,run_05,372,0,0,1770,15,15
Temporal,fr3_walking_xyz,run_05,373,0,0,1752,6,6
Temporal,fr3_walking_xyz,run_05,374,0,0,1735,0,0
Temporal,fr3_walking_xyz,run_05,375,0,0,1778,0,0
Temporal,fr3_walking_xyz,run_05,376,0,0,1577,0,0
Temporal,fr3_walking_xyz,run_05,377,0,0,1657,0,0
Temporal,fr3_walking_xyz,run_05,378,0,0,1608,0,0
Temporal,fr3_walking_xyz,run_05,379,0,0,1698,0,0
Temporal,fr3_walking_xyz,run_05,380,0,0,1723,0,0
Temporal,fr3_walking_xyz,run_05,381,0,0,1712,0,0
Temporal,fr3_walking_xyz,run_05,382,0,0,1888,0,0
Temporal,fr3_walking_xyz,run_05,383,0,0,1915,0,0
Temporal,fr3_walking_xyz,run_05,384,0,0,1922,0,0
Temporal,fr3_walking_xyz,run_05,385,0,0,1988,0,0
Temporal,fr3_walking_xyz,run_05,386,0,0,1959,0,0
Temporal,fr3_walking_xyz,run_05,387,0,0,1945,0,0
Temporal,fr3_walking_xyz,run_05,388,0,0,1937,0,0
Temporal,fr3_walking_xyz,run_05,389,0,0,1885,226,226
Temporal,fr3_walking_xyz,run_05,390,0,0,1905,209,209
Temporal,fr3_walking_xyz,run_05,391,0,0,2064,369,369
Temporal,fr3_walking_xyz,run_05,392,0,0,1604,214,214
Temporal,fr3_walking_xyz,run_05,393,0,0,1749,133,133
Temporal,fr3_walking_xyz,run_05,394,0,0,1819,356,356
Temporal,fr3_walking_xyz,run_05,395,0,0,2014,386,386
Temporal,fr3_walking_xyz,run_05,396,0,0,1601,519,519
Temporal,fr3_walking_xyz,run_05,397,0,0,1693,431,431
Temporal,fr3_walking_xyz,run_05,398,0,0,1468,232,232
Temporal,fr3_walking_xyz,run_05,399,0,0,1262,273,273
Temporal,fr3_walking_xyz,run_05,400,0,0,1418,214,214
Temporal,fr3_walking_xyz,run_05,401,0,0,1609,294,294
Temporal,fr3_walking_xyz,run_05,402,0,0,1520,233,233
Temporal,fr3_walking_xyz,run_05,403,0,0,1548,198,198
Temporal,fr3_walking_xyz,run_05,404,0,0,1665,197,197
Temporal,fr3_walking_xyz,run_05,405,0,0,1674,236,236
Temporal,fr3_walking_xyz,run_05,406,0,0,1728,173,173
Temporal,fr3_walking_xyz,run_05,407,0,0,1694,158,158
Temporal,fr3_walking_xyz,run_05,408,0,0,1769,162,162
Temporal,fr3_walking_xyz,run_05,409,0,0,1721,150,150
Temporal,fr3_walking_xyz,run_05,410,0,0,1844,123,123
Temporal,fr3_walking_xyz,run_05,411,0,0,1681,152,152
Temporal,fr3_walking_xyz,run_05,412,0,0,1829,214,214
Temporal,fr3_walking_xyz,run_05,413,0,0,1603,213,213
Temporal,fr3_walking_xyz,run_05,414,0,0,1814,325,325
Temporal,fr3_walking_xyz,run_05,415,0,0,1927,524,524
Temporal,fr3_walking_xyz,run_05,416,0,0,1946,611,611
Temporal,fr3_walking_xyz,run_05,417,0,0,1887,586,586
Temporal,fr3_walking_xyz,run_05,418,0,0,1894,547,547
Temporal,fr3_walking_xyz,run_05,419,0,0,1955,620,620
Temporal,fr3_walking_xyz,run_05,420,0,0,2119,667,667
Temporal,fr3_walking_xyz,run_05,421,0,0,2186,625,625
Temporal,fr3_walking_xyz,run_05,422,0,0,2123,603,603
Temporal,fr3_walking_xyz,run_05,423,0,0,2317,614,614
Temporal,fr3_walking_xyz,run_05,424,0,0,2389,682,682
Temporal,fr3_walking_xyz,run_05,425,0,0,2375,726,726
Temporal,fr3_walking_xyz,run_05,426,0,0,2318,731,731
Temporal,fr3_walking_xyz,run_05,427,0,0,2596,760,760
Temporal,fr3_walking_xyz,run_05,428,0,0,1671,103,103
Temporal,fr3_walking_xyz,run_05,429,0,0,1761,227,227
Temporal,fr3_walking_xyz,run_05,430,0,0,1958,249,249
Temporal,fr3_walking_xyz,run_05,431,0,0,1809,248,248
Temporal,fr3_walking_xyz,run_05,432,0,0,1734,109,109
Temporal,fr3_walking_xyz,run_05,433,0,0,1963,219,219
Temporal,fr3_walking_xyz,run_05,434,0,0,1922,368,368
Temporal,fr3_walking_xyz,run_05,435,0,0,1662,413,413
Temporal,fr3_walking_xyz,run_05,436,0,0,1785,559,559
Temporal,fr3_walking_xyz,run_05,437,0,0,1543,652,652
Temporal,fr3_walking_xyz,run_05,438,0,0,1472,651,651
Temporal,fr3_walking_xyz,run_05,439,0,0,1517,668,668
Temporal,fr3_walking_xyz,run_05,440,0,0,1036,373,373
Temporal,fr3_walking_xyz,run_05,441,0,0,1131,396,396
Temporal,fr3_walking_xyz,run_05,442,0,0,1064,397,397
Temporal,fr3_walking_xyz,run_05,443,0,0,1008,392,392
Temporal,fr3_walking_xyz,run_05,444,0,0,1051,360,360
Temporal,fr3_walking_xyz,run_05,445,0,0,1186,355,355
Temporal,fr3_walking_xyz,run_05,446,0,0,1174,369,369
Temporal,fr3_walking_xyz,run_05,447,0,0,1168,429,429
Temporal,fr3_walking_xyz,run_05,448,0,0,1197,438,438
Temporal,fr3_walking_xyz,run_05,449,0,0,1155,467,467
Temporal,fr3_walking_xyz,run_05,450,0,0,1172,470,470
Temporal,fr3_walking_xyz,run_05,451,0,0,1187,463,463
Temporal,fr3_walking_xyz,run_05,452,0,0,1170,451,451
Temporal,fr3_walking_xyz,run_05,453,0,0,1169,444,444
Temporal,fr3_walking_xyz,run_05,454,0,0,1161,428,428
Temporal,fr3_walking_xyz,run_05,455,0,0,1150,416,416
Temporal,fr3_walking_xyz,run_05,456,0,0,954,356,356
Temporal,fr3_walking_xyz,run_05,457,0,0,1048,331,331
Temporal,fr3_walking_xyz,run_05,458,0,0,1055,320,320
Temporal,fr3_walking_xyz,run_05,459,0,0,996,244,244
Temporal,fr3_walking_xyz,run_05,460,0,0,977,216,216
Temporal,fr3_walking_xyz,run_05,461,0,0,1388,267,267
Temporal,fr3_walking_xyz,run_05,462,0,0,973,199,199
Temporal,fr3_walking_xyz,run_05,463,0,0,1016,170,170
Temporal,fr3_walking_xyz,run_05,464,0,0,1036,167,167
Temporal,fr3_walking_xyz,run_05,465,0,0,1024,155,155
Temporal,fr3_walking_xyz,run_05,466,0,0,1044,155,155
Temporal,fr3_walking_xyz,run_05,467,0,0,1037,163,163
Temporal,fr3_walking_xyz,run_05,468,0,0,918,94,94
Temporal,fr3_walking_xyz,run_05,469,0,0,1325,167,167
Temporal,fr3_walking_xyz,run_05,470,0,0,1316,159,159
Temporal,fr3_walking_xyz,run_05,471,0,0,1453,124,124
Temporal,fr3_walking_xyz,run_05,472,0,0,1464,127,127
Temporal,fr3_walking_xyz,run_05,473,0,0,1893,188,188
Temporal,fr3_walking_xyz,run_05,474,0,0,1029,175,175
Temporal,fr3_walking_xyz,run_05,475,0,0,1621,133,133
Temporal,fr3_walking_xyz,run_05,476,0,0,1520,84,84
Temporal,fr3_walking_xyz,run_05,477,0,0,1928,137,137
Temporal,fr3_walking_xyz,run_05,478,0,0,2002,132,132
Temporal,fr3_walking_xyz,run_05,479,0,0,2023,123,123
Temporal,fr3_walking_xyz,run_05,480,0,0,2139,103,103
Temporal,fr3_walking_xyz,run_05,481,0,0,1625,29,29
