sequence,frame_id,timestamp,rgb_relative_path,semantic_unique_projections,temporal_unique_projections,context_available,both_ge_20,both_ge_10,both_ge_5,both_ge_1
fr3_walking_rpy,522,1341846666.072502,rgb/1341846666.072502.png,1458,1596,1,1,1,1,1
fr3_walking_rpy,523,1341846666.134147,rgb/1341846666.134147.png,1336,1296,1,1,1,1,1
fr3_walking_rpy,524,1341846666.166356,rgb/1341846666.166356.png,1392,1366,1,1,1,1,1
fr3_walking_rpy,525,1341846666.202327,rgb/1341846666.202327.png,1351,1369,1,1,1,1,1
fr3_walking_rpy,526,1341846666.234319,rgb/1341846666.234319.png,1477,1355,1,1,1,1,1
fr3_walking_rpy,527,1341846666.266322,rgb/1341846666.266322.png,1459,1413,1,1,1,1,1
fr3_walking_rpy,528,1341846666.302195,rgb/1341846666.302195.png,1338,1268,1,1,1,1,1
fr3_walking_rpy,529,1341846666.335080,rgb/1341846666.335080.png,1065,1298,1,1,1,1,1
fr3_walking_rpy,530,1341846666.370216,rgb/1341846666.370216.png,1438,1162,1,1,1,1,1
fr3_walking_rpy,531,1341846666.402019,rgb/1341846666.402019.png,1375,1201,1,1,1,1,1
fr3_walking_rpy,532,1341846666.434088,rgb/1341846666.434088.png,1278,1070,1,1,1,1,1
fr3_walking_rpy,533,1341846666.470060,rgb/1341846666.470060.png,1397,1187,1,1,1,1,1
fr3_walking_rpy,534,1341846666.502190,rgb/1341846666.502190.png,1322,1156,1,1,1,1,1
fr3_walking_rpy,535,1341846666.534121,rgb/1341846666.534121.png,1306,957,1,1,1,1,1
fr3_walking_rpy,536,1341846666.570131,rgb/1341846666.570131.png,1235,1291,1,1,1,1,1
fr3_walking_rpy,537,1341846666.602180,rgb/1341846666.602180.png,889,1268,1,1,1,1,1
fr3_walking_rpy,538,1341846666.638072,rgb/1341846666.638072.png,1288,1348,1,1,1,1,1
fr3_walking_rpy,539,1341846666.670134,rgb/1341846666.670134.png,1267,1400,1,1,1,1,1
fr3_walking_rpy,540,1341846666.738266,rgb/1341846666.738266.png,1267,1389,1,1,1,1,1
fr3_walking_rpy,541,1341846666.770390,rgb/1341846666.770390.png,1259,1351,1,1,1,1,1
fr3_walking_rpy,542,1341846666.802119,rgb/1341846666.802119.png,1095,1176,1,1,1,1,1
fr3_walking_rpy,543,1341846666.838108,rgb/1341846666.838108.png,835,1181,1,1,1,1,1
fr3_walking_rpy,544,1341846666.870483,rgb/1341846666.870483.png,1106,1185,1,1,1,1,1
fr3_walking_rpy,545,1341846666.906019,rgb/1341846666.906019.png,1057,1132,1,1,1,1,1
fr3_walking_rpy,546,1341846666.937989,rgb/1341846666.937989.png,1085,739,1,1,1,1,1
fr3_walking_rpy,547,1341846666.970036,rgb/1341846666.970036.png,1033,976,1,1,1,1,1
fr3_walking_rpy,548,1341846667.006200,rgb/1341846667.006200.png,1092,1047,1,1,1,1,1
fr3_walking_rpy,549,1341846667.038153,rgb/1341846667.038153.png,1123,1079,1,1,1,1,1
fr3_walking_rpy,550,1341846667.074153,rgb/1341846667.074153.png,804,1000,1,1,1,1,1
fr3_walking_rpy,551,1341846667.106156,rgb/1341846667.106156.png,1099,694,1,1,1,1,1
fr3_walking_rpy,552,1341846667.138108,rgb/1341846667.138108.png,1143,1043,1,1,1,1,1
fr3_walking_rpy,553,1341846667.174105,rgb/1341846667.174105.png,1242,1167,1,1,1,1,1
fr3_walking_rpy,554,1341846667.206107,rgb/1341846667.206107.png,1552,1483,1,1,1,1,1
fr3_walking_rpy,555,1341846667.238075,rgb/1341846667.238075.png,1612,1458,1,1,1,1,1
fr3_walking_rpy,556,1341846667.274016,rgb/1341846667.274016.png,1343,1203,1,1,1,1,1
fr3_walking_rpy,557,1341846667.306189,rgb/1341846667.306189.png,1610,1498,1,1,1,1,1
fr3_walking_rpy,558,1341846667.342253,rgb/1341846667.342253.png,1624,1401,1,1,1,1,1
fr3_walking_rpy,559,1341846667.374345,rgb/1341846667.374345.png,1421,1038,1,1,1,1,1
fr3_walking_rpy,560,1341846667.406982,rgb/1341846667.406982.png,1350,1420,1,1,1,1,1
fr3_walking_rpy,561,1341846667.442109,rgb/1341846667.442109.png,1471,1405,1,1,1,1,1
fr3_walking_rpy,562,1341846667.474109,rgb/1341846667.474109.png,1307,1136,1,1,1,1,1
fr3_walking_rpy,563,1341846667.506006,rgb/1341846667.506006.png,1636,1546,1,1,1,1,1
fr3_walking_rpy,564,1341846667.542298,rgb/1341846667.542298.png,1699,1615,1,1,1,1,1
fr3_walking_rpy,565,1341846667.574196,rgb/1341846667.574196.png,1554,1488,1,1,1,1,1
fr3_walking_rpy,566,1341846667.610099,rgb/1341846667.610099.png,1916,1852,1,1,1,1,1
fr3_walking_rpy,567,1341846667.642293,rgb/1341846667.642293.png,1624,1277,1,1,1,1,1
fr3_walking_rpy,568,1341846667.674072,rgb/1341846667.674072.png,2004,1707,1,1,1,1,1
fr3_walking_rpy,569,1341846667.710179,rgb/1341846667.710179.png,1665,1402,1,1,1,1,1
fr3_walking_rpy,570,1341846667.742255,rgb/1341846667.742255.png,1959,1731,1,1,1,1,1
fr3_walking_rpy,571,1341846667.774114,rgb/1341846667.774114.png,2014,1764,1,1,1,1,1
fr3_walking_rpy,572,1341846667.810099,rgb/1341846667.810099.png,1909,1212,1,1,1,1,1
fr3_walking_rpy,573,1341846667.842103,rgb/1341846667.842103.png,1664,1610,1,1,1,1,1
fr3_walking_rpy,574,1341846667.878139,rgb/1341846667.878139.png,2097,1560,1,1,1,1,1
fr3_walking_rpy,575,1341846667.910558,rgb/1341846667.910558.png,1816,1827,1,1,1,1,1
fr3_walking_rpy,576,1341846667.942116,rgb/1341846667.942116.png,1956,1683,1,1,1,1,1
fr3_walking_rpy,577,1341846667.978287,rgb/1341846667.978287.png,1929,1793,1,1,1,1,1
fr3_walking_rpy,578,1341846668.010215,rgb/1341846668.010215.png,1611,1343,1,1,1,1,1
fr3_walking_rpy,579,1341846668.046247,rgb/1341846668.046247.png,1864,1658,1,1,1,1,1
fr3_walking_rpy,580,1341846668.078111,rgb/1341846668.078111.png,1845,1466,1,1,1,1,1
fr3_walking_rpy,581,1341846668.110130,rgb/1341846668.110130.png,2071,1973,1,1,1,1,1
fr3_walking_rpy,582,1341846668.146332,rgb/1341846668.146332.png,2312,1778,1,1,1,1,1
fr3_walking_rpy,583,1341846668.178208,rgb/1341846668.178208.png,1856,1918,1,1,1,1,1
fr3_walking_rpy,584,1341846668.211262,rgb/1341846668.211262.png,2038,1684,1,1,1,1,1
fr3_walking_rpy,585,1341846668.246163,rgb/1341846668.246163.png,2221,1603,1,1,1,1,1
fr3_walking_rpy,586,1341846668.278397,rgb/1341846668.278397.png,1896,1773,1,1,1,1,1
fr3_walking_rpy,587,1341846668.314248,rgb/1341846668.314248.png,1891,1598,1,1,1,1,1
fr3_walking_rpy,588,1341846668.346231,rgb/1341846668.346231.png,1649,1746,1,1,1,1,1
fr3_walking_rpy,589,1341846668.378099,rgb/1341846668.378099.png,2436,1579,1,1,1,1,1
fr3_walking_rpy,590,1341846668.414247,rgb/1341846668.414247.png,2320,1747,1,1,1,1,1
fr3_walking_rpy,591,1341846668.445965,rgb/1341846668.445965.png,2439,1586,1,1,1,1,1
fr3_walking_rpy,592,1341846668.478153,rgb/1341846668.478153.png,1712,1743,1,1,1,1,1
fr3_walking_rpy,593,1341846668.514213,rgb/1341846668.514213.png,1752,1784,1,1,1,1,1
fr3_walking_rpy,594,1341846668.546115,rgb/1341846668.546115.png,2074,1847,1,1,1,1,1
fr3_walking_rpy,595,1341846668.582467,rgb/1341846668.582467.png,1710,1485,1,1,1,1,1
fr3_walking_rpy,596,1341846668.614140,rgb/1341846668.614140.png,1703,1222,1,1,1,1,1
fr3_walking_rpy,597,1341846668.646312,rgb/1341846668.646312.png,2023,1169,1,1,1,1,1
fr3_walking_rpy,598,1341846668.682455,rgb/1341846668.682455.png,1496,1121,1,1,1,1,1
fr3_walking_rpy,599,1341846668.714133,rgb/1341846668.714133.png,1454,831,1,1,1,1,1
fr3_walking_rpy,600,1341846668.746132,rgb/1341846668.746132.png,1434,882,1,1,1,1,1
fr3_walking_rpy,601,1341846668.782338,rgb/1341846668.782338.png,1339,972,1,1,1,1,1
fr3_walking_rpy,602,1341846668.814140,rgb/1341846668.814140.png,1303,909,1,1,1,1,1
fr3_walking_rpy,603,1341846668.850214,rgb/1341846668.850214.png,1318,779,1,1,1,1,1
fr3_walking_rpy,604,1341846668.882442,rgb/1341846668.882442.png,1433,845,1,1,1,1,1
fr3_walking_rpy,605,1341846668.914289,rgb/1341846668.914289.png,1497,976,1,1,1,1,1
fr3_walking_rpy,606,1341846668.950088,rgb/1341846668.950088.png,1335,819,1,1,1,1,1
fr3_walking_rpy,607,1341846668.982227,rgb/1341846668.982227.png,1211,816,1,1,1,1,1
fr3_walking_rpy,608,1341846669.014062,rgb/1341846669.014062.png,1289,932,1,1,1,1,1
fr3_walking_rpy,609,1341846669.050056,rgb/1341846669.050056.png,1260,1039,1,1,1,1,1
fr3_walking_rpy,610,1341846669.082525,rgb/1341846669.082525.png,2326,992,1,1,1,1,1
fr3_walking_rpy,611,1341846669.118346,rgb/1341846669.118346.png,2575,1101,1,1,1,1,1
fr3_walking_rpy,612,1341846669.150086,rgb/1341846669.150086.png,2386,1004,1,1,1,1,1
fr3_walking_rpy,613,1341846669.182477,rgb/1341846669.182477.png,2426,1037,1,1,1,1,1
fr3_walking_rpy,614,1341846669.218046,rgb/1341846669.218046.png,2535,1037,1,1,1,1,1
fr3_walking_rpy,615,1341846669.250205,rgb/1341846669.250205.png,2677,1046,1,1,1,1,1
fr3_walking_rpy,616,1341846669.286114,rgb/1341846669.286114.png,2809,1063,1,1,1,1,1
fr3_walking_rpy,617,1341846669.318030,rgb/1341846669.318030.png,2664,1074,1,1,1,1,1
fr3_walking_rpy,618,1341846669.350255,rgb/1341846669.350255.png,2614,1069,1,1,1,1,1
fr3_walking_rpy,619,1341846669.418200,rgb/1341846669.418200.png,2693,1078,1,1,1,1,1
fr3_walking_rpy,620,1341846669.450219,rgb/1341846669.450219.png,2724,1103,1,1,1,1,1
fr3_walking_rpy,621,1341846669.486175,rgb/1341846669.486175.png,2597,1109,1,1,1,1,1
fr3_walking_rpy,622,1341846669.518033,rgb/1341846669.518033.png,3057,927,1,1,1,1,1
fr3_walking_rpy,623,1341846669.554159,rgb/1341846669.554159.png,2939,1109,1,1,1,1,1
fr3_walking_rpy,624,1341846669.586348,rgb/1341846669.586348.png,3042,1159,1,1,1,1,1
fr3_walking_rpy,625,1341846669.617976,rgb/1341846669.617976.png,2936,1139,1,1,1,1,1
fr3_walking_rpy,626,1341846669.654096,rgb/1341846669.654096.png,2336,1191,1,1,1,1,1
fr3_walking_rpy,627,1341846669.686069,rgb/1341846669.686069.png,2378,1591,1,1,1,1,1
fr3_walking_rpy,628,1341846669.718075,rgb/1341846669.718075.png,2492,1734,1,1,1,1,1
fr3_walking_rpy,629,1341846669.754171,rgb/1341846669.754171.png,2484,1989,1,1,1,1,1
fr3_walking_rpy,630,1341846669.786139,rgb/1341846669.786139.png,2444,1944,1,1,1,1,1
fr3_walking_rpy,631,1341846669.822151,rgb/1341846669.822151.png,2511,1949,1,1,1,1,1
fr3_walking_rpy,632,1341846669.854118,rgb/1341846669.854118.png,2455,2025,1,1,1,1,1
fr3_walking_rpy,633,1341846669.886219,rgb/1341846669.886219.png,2419,2062,1,1,1,1,1
fr3_walking_rpy,634,1341846669.922050,rgb/1341846669.922050.png,2395,1993,1,1,1,1,1
fr3_walking_rpy,635,1341846669.954047,rgb/1341846669.954047.png,2190,2009,1,1,1,1,1
fr3_walking_rpy,636,1341846669.986285,rgb/1341846669.986285.png,2497,2030,1,1,1,1,1
fr3_walking_rpy,637,1341846670.022242,rgb/1341846670.022242.png,2501,1983,1,1,1,1,1
fr3_walking_rpy,638,1341846670.054135,rgb/1341846670.054135.png,2373,2094,1,1,1,1,1
fr3_walking_rpy,639,1341846670.090228,rgb/1341846670.090228.png,2380,1991,1,1,1,1,1
fr3_walking_rpy,640,1341846670.121996,rgb/1341846670.121996.png,2388,2013,1,1,1,1,1
fr3_walking_rpy,641,1341846670.154057,rgb/1341846670.154057.png,2365,1951,1,1,1,1,1
fr3_walking_rpy,642,1341846670.190103,rgb/1341846670.190103.png,2445,1690,1,1,1,1,1
fr3_walking_rpy,643,1341846670.222197,rgb/1341846670.222197.png,2529,2076,1,1,1,1,1
fr3_walking_rpy,644,1341846670.258571,rgb/1341846670.258571.png,2474,2209,1,1,1,1,1
fr3_walking_rpy,645,1341846670.290254,rgb/1341846670.290254.png,2597,2187,1,1,1,1,1
fr3_walking_rpy,646,1341846670.358377,rgb/1341846670.358377.png,2462,1919,1,1,1,1,1
fr3_walking_rpy,647,1341846670.390114,rgb/1341846670.390114.png,2405,1884,1,1,1,1,1
fr3_walking_rpy,648,1341846670.422206,rgb/1341846670.422206.png,2754,1761,1,1,1,1,1
fr3_walking_rpy,649,1341846670.464003,rgb/1341846670.464003.png,1952,1713,1,1,1,1,1
fr3_walking_rpy,650,1341846670.526271,rgb/1341846670.526271.png,2271,1636,1,1,1,1,1
fr3_walking_rpy,651,1341846670.566977,rgb/1341846670.566977.png,2593,1974,1,1,1,1,1
fr3_walking_rpy,652,1341846670.596103,rgb/1341846670.596103.png,2256,1578,1,1,1,1,1
fr3_walking_rpy,653,1341846670.628412,rgb/1341846670.628412.png,2450,1826,1,1,1,1,1
fr3_walking_rpy,654,1341846670.664027,rgb/1341846670.664027.png,2078,1456,1,1,1,1,1
fr3_walking_rpy,655,1341846670.696002,rgb/1341846670.696002.png,2271,1720,1,1,1,1,1
fr3_walking_rpy,656,1341846670.728093,rgb/1341846670.728093.png,2274,1437,1,1,1,1,1
fr3_walking_rpy,657,1341846670.764128,rgb/1341846670.764128.png,2216,1663,1,1,1,1,1
fr3_walking_rpy,658,1341846670.796059,rgb/1341846670.796059.png,2246,1461,1,1,1,1,1
fr3_walking_rpy,659,1341846670.832246,rgb/1341846670.832246.png,2118,1613,1,1,1,1,1
fr3_walking_rpy,660,1341846670.863970,rgb/1341846670.863970.png,2381,1495,1,1,1,1,1
fr3_walking_rpy,661,1341846670.896139,rgb/1341846670.896139.png,1994,1476,1,1,1,1,1
fr3_walking_rpy,662,1341846670.932028,rgb/1341846670.932028.png,2081,1312,1,1,1,1,1
fr3_walking_rpy,663,1341846670.964063,rgb/1341846670.964063.png,2112,1728,1,1,1,1,1
fr3_walking_rpy,664,1341846671.000270,rgb/1341846671.000270.png,2127,1742,1,1,1,1,1
fr3_walking_rpy,665,1341846671.032112,rgb/1341846671.032112.png,2017,1792,1,1,1,1,1
fr3_walking_rpy,666,1341846671.064030,rgb/1341846671.064030.png,2095,1698,1,1,1,1,1
fr3_walking_rpy,667,1341846671.101398,rgb/1341846671.101398.png,1968,1802,1,1,1,1,1
fr3_walking_rpy,668,1341846671.132289,rgb/1341846671.132289.png,2073,1631,1,1,1,1,1
fr3_walking_rpy,669,1341846671.168159,rgb/1341846671.168159.png,1367,1378,1,1,1,1,1
fr3_walking_rpy,670,1341846671.200149,rgb/1341846671.200149.png,1560,1332,1,1,1,1,1
fr3_walking_rpy,671,1341846671.232280,rgb/1341846671.232280.png,1524,1971,1,1,1,1,1
fr3_walking_rpy,672,1341846671.268147,rgb/1341846671.268147.png,2141,1922,1,1,1,1,1
fr3_walking_rpy,673,1341846671.300337,rgb/1341846671.300337.png,218,233,1,1,1,1,1
fr3_walking_rpy,674,1341846671.336125,rgb/1341846671.336125.png,0,0,1,0,0,0,0
fr3_walking_rpy,675,1341846671.368236,rgb/1341846671.368236.png,0,0,1,0,0,0,0
fr3_walking_rpy,676,1341846671.400327,rgb/1341846671.400327.png,0,0,1,0,0,0,0
fr3_walking_rpy,677,1341846671.436064,rgb/1341846671.436064.png,0,0,1,0,0,0,0
fr3_walking_rpy,678,1341846671.468197,rgb/1341846671.468197.png,0,0,1,0,0,0,0
fr3_walking_rpy,679,1341846671.504294,rgb/1341846671.504294.png,0,0,1,0,0,0,0
fr3_walking_rpy,680,1341846671.536197,rgb/1341846671.536197.png,0,0,1,0,0,0,0
fr3_walking_rpy,681,1341846671.568120,rgb/1341846671.568120.png,0,0,1,0,0,0,0
fr3_walking_rpy,682,1341846671.604188,rgb/1341846671.604188.png,0,0,1,0,0,0,0
fr3_walking_rpy,683,1341846671.636057,rgb/1341846671.636057.png,0,0,1,0,0,0,0
fr3_walking_rpy,684,1341846671.672157,rgb/1341846671.672157.png,0,0,1,0,0,0,0
fr3_walking_rpy,685,1341846671.704027,rgb/1341846671.704027.png,0,0,1,0,0,0,0
fr3_walking_rpy,686,1341846671.736479,rgb/1341846671.736479.png,0,0,1,0,0,0,0
fr3_walking_rpy,687,1341846671.774745,rgb/1341846671.774745.png,0,0,1,0,0,0,0
fr3_walking_rpy,688,1341846671.804605,rgb/1341846671.804605.png,0,0,1,0,0,0,0
fr3_walking_rpy,689,1341846671.840252,rgb/1341846671.840252.png,0,0,1,0,0,0,0
fr3_walking_rpy,690,1341846671.872106,rgb/1341846671.872106.png,0,0,1,0,0,0,0
fr3_walking_rpy,691,1341846671.904035,rgb/1341846671.904035.png,0,1418,1,0,0,0,0
fr3_walking_rpy,692,1341846671.972239,rgb/1341846671.972239.png,0,0,1,0,0,0,0
fr3_walking_rpy,693,1341846672.034218,rgb/1341846672.034218.png,0,132,1,0,0,0,0
fr3_walking_rpy,694,1341846672.066227,rgb/1341846672.066227.png,0,122,1,0,0,0,0
fr3_walking_rpy,695,1341846672.098024,rgb/1341846672.098024.png,0,0,1,0,0,0,0
fr3_walking_rpy,696,1341846672.134061,rgb/1341846672.134061.png,0,0,1,0,0,0,0
fr3_walking_rpy,697,1341846672.166000,rgb/1341846672.166000.png,0,130,1,0,0,0,0
fr3_walking_rpy,698,1341846672.198405,rgb/1341846672.198405.png,0,0,1,0,0,0,0
fr3_walking_rpy,699,1341846672.234130,rgb/1341846672.234130.png,0,0,1,0,0,0,0
fr3_walking_rpy,700,1341846672.266403,rgb/1341846672.266403.png,0,122,1,0,0,0,0
fr3_walking_rpy,701,1341846672.302710,rgb/1341846672.302710.png,0,0,1,0,0,0,0
fr3_walking_rpy,702,1341846672.335022,rgb/1341846672.335022.png,109,179,1,1,1,1,1
fr3_walking_rpy,703,1341846672.366487,rgb/1341846672.366487.png,111,120,1,1,1,1,1
fr3_walking_rpy,704,1341846672.402478,rgb/1341846672.402478.png,0,0,1,0,0,0,0
fr3_walking_rpy,705,1341846672.434330,rgb/1341846672.434330.png,0,0,1,0,0,0,0
fr3_walking_rpy,706,1341846672.472323,rgb/1341846672.472323.png,0,123,1,0,0,0,0
fr3_walking_rpy,707,1341846672.534812,rgb/1341846672.534812.png,0,124,1,0,0,0,0
fr3_walking_rpy,708,1341846672.570153,rgb/1341846672.570153.png,0,0,1,0,0,0,0
fr3_walking_rpy,709,1341846672.608881,rgb/1341846672.608881.png,114,121,1,1,1,1,1
fr3_walking_rpy,710,1341846672.640836,rgb/1341846672.640836.png,0,0,1,0,0,0,0
fr3_walking_rpy,711,1341846672.708152,rgb/1341846672.708152.png,0,0,1,0,0,0,0
fr3_walking_rpy,712,1341846672.770288,rgb/1341846672.770288.png,1139,1215,1,1,1,1,1
fr3_walking_rpy,713,1341846672.803280,rgb/1341846672.803280.png,889,879,1,1,1,1,1
fr3_walking_rpy,714,1341846672.838034,rgb/1341846672.838034.png,1447,1291,1,1,1,1,1
fr3_walking_rpy,715,1341846672.870092,rgb/1341846672.870092.png,1578,1970,1,1,1,1,1
fr3_walking_rpy,716,1341846672.902275,rgb/1341846672.902275.png,1552,1960,1,1,1,1,1
fr3_walking_rpy,717,1341846672.938315,rgb/1341846672.938315.png,1570,1929,1,1,1,1,1
fr3_walking_rpy,718,1341846672.970326,rgb/1341846672.970326.png,1527,1219,1,1,1,1,1
fr3_walking_rpy,719,1341846673.008221,rgb/1341846673.008221.png,1100,1289,1,1,1,1,1
fr3_walking_rpy,720,1341846673.070235,rgb/1341846673.070235.png,0,0,1,0,0,0,0
fr3_walking_rpy,721,1341846673.106189,rgb/1341846673.106189.png,0,1225,1,0,0,0,0
fr3_walking_rpy,722,1341846673.138104,rgb/1341846673.138104.png,0,1043,1,0,0,0,0
fr3_walking_rpy,723,1341846673.170298,rgb/1341846673.170298.png,115,1097,1,1,1,1,1
fr3_walking_rpy,724,1341846673.206489,rgb/1341846673.206489.png,1083,1341,1,1,1,1,1
fr3_walking_rpy,725,1341846673.238153,rgb/1341846673.238153.png,892,1319,1,1,1,1,1
fr3_walking_rpy,726,1341846673.274220,rgb/1341846673.274220.png,1127,1078,1,1,1,1,1
fr3_walking_rpy,727,1341846673.306107,rgb/1341846673.306107.png,994,1212,1,1,1,1,1
fr3_walking_rpy,728,1341846673.338187,rgb/1341846673.338187.png,978,1052,1,1,1,1,1
fr3_walking_rpy,729,1341846673.374098,rgb/1341846673.374098.png,1136,1241,1,1,1,1,1
fr3_walking_rpy,730,1341846673.406266,rgb/1341846673.406266.png,1129,1257,1,1,1,1,1
fr3_walking_rpy,731,1341846673.438267,rgb/1341846673.438267.png,1218,1208,1,1,1,1,1
fr3_walking_rpy,732,1341846673.474135,rgb/1341846673.474135.png,1064,1010,1,1,1,1,1
fr3_walking_rpy,733,1341846673.506260,rgb/1341846673.506260.png,939,1007,1,1,1,1,1
fr3_walking_rpy,734,1341846673.542168,rgb/1341846673.542168.png,1001,1080,1,1,1,1,1
fr3_walking_rpy,735,1341846673.574072,rgb/1341846673.574072.png,1105,1210,1,1,1,1,1
fr3_walking_rpy,736,1341846673.606102,rgb/1341846673.606102.png,944,1099,1,1,1,1,1
fr3_walking_rpy,737,1341846673.648026,rgb/1341846673.648026.png,1093,1278,1,1,1,1,1
fr3_walking_rpy,738,1341846673.710162,rgb/1341846673.710162.png,165,0,1,0,0,0,0
fr3_walking_rpy,739,1341846673.742225,rgb/1341846673.742225.png,0,0,1,0,0,0,0
fr3_walking_rpy,740,1341846673.774298,rgb/1341846673.774298.png,166,152,1,1,1,1,1
fr3_walking_rpy,741,1341846673.810154,rgb/1341846673.810154.png,0,0,1,0,0,0,0
fr3_walking_rpy,742,1341846673.842305,rgb/1341846673.842305.png,145,140,1,1,1,1,1
fr3_walking_rpy,743,1341846673.874285,rgb/1341846673.874285.png,0,0,1,0,0,0,0
fr3_walking_rpy,744,1341846673.910253,rgb/1341846673.910253.png,0,296,1,0,0,0,0
fr3_walking_rpy,745,1341846673.942284,rgb/1341846673.942284.png,0,168,1,0,0,0,0
fr3_walking_rpy,746,1341846673.978434,rgb/1341846673.978434.png,0,171,1,0,0,0,0
fr3_walking_rpy,747,1341846674.016486,rgb/1341846674.016486.png,0,0,1,0,0,0,0
fr3_walking_rpy,748,1341846674.052060,rgb/1341846674.052060.png,0,1933,1,0,0,0,0
fr3_walking_rpy,749,1341846674.084057,rgb/1341846674.084057.png,0,0,1,0,0,0,0
fr3_walking_rpy,750,1341846674.152235,rgb/1341846674.152235.png,0,0,1,0,0,0,0
fr3_walking_rpy,751,1341846674.210322,rgb/1341846674.210322.png,0,154,1,0,0,0,0
fr3_walking_rpy,752,1341846674.246217,rgb/1341846674.246217.png,0,0,1,0,0,0,0
fr3_walking_rpy,753,1341846674.278035,rgb/1341846674.278035.png,0,1901,1,0,0,0,0
fr3_walking_rpy,754,1341846674.310117,rgb/1341846674.310117.png,0,1710,1,0,0,0,0
fr3_walking_rpy,755,1341846674.346212,rgb/1341846674.346212.png,0,2169,1,0,0,0,0
fr3_walking_rpy,756,1341846674.378058,rgb/1341846674.378058.png,49,2412,1,1,1,1,1
fr3_walking_rpy,757,1341846674.410162,rgb/1341846674.410162.png,0,2411,1,0,0,0,0
fr3_walking_rpy,758,1341846674.446125,rgb/1341846674.446125.png,0,2277,1,0,0,0,0
fr3_walking_rpy,759,1341846674.478198,rgb/1341846674.478198.png,0,2205,1,0,0,0,0
fr3_walking_rpy,760,1341846674.514124,rgb/1341846674.514124.png,0,2263,1,0,0,0,0
fr3_walking_rpy,761,1341846674.546062,rgb/1341846674.546062.png,0,2221,1,0,0,0,0
fr3_walking_rpy,762,1341846674.578094,rgb/1341846674.578094.png,0,0,1,0,0,0,0
fr3_walking_rpy,763,1341846674.614179,rgb/1341846674.614179.png,0,154,1,0,0,0,0
fr3_walking_rpy,764,1341846674.682209,rgb/1341846674.682209.png,0,0,1,0,0,0,0
fr3_walking_rpy,765,1341846674.714186,rgb/1341846674.714186.png,0,0,1,0,0,0,0
fr3_walking_rpy,766,1341846674.752271,rgb/1341846674.752271.png,0,148,1,0,0,0,0
fr3_walking_rpy,767,1341846674.814222,rgb/1341846674.814222.png,0,0,1,0,0,0,0
fr3_walking_rpy,768,1341846674.846370,rgb/1341846674.846370.png,0,0,1,0,0,0,0
fr3_walking_rpy,769,1341846674.882158,rgb/1341846674.882158.png,0,0,1,0,0,0,0
fr3_walking_rpy,770,1341846674.914224,rgb/1341846674.914224.png,0,164,1,0,0,0,0
fr3_walking_rpy,771,1341846674.950305,rgb/1341846674.950305.png,0,163,1,0,0,0,0
fr3_walking_rpy,772,1341846674.982342,rgb/1341846674.982342.png,0,0,1,0,0,0,0
fr3_walking_rpy,773,1341846675.014137,rgb/1341846675.014137.png,0,0,1,0,0,0,0
fr3_walking_rpy,774,1341846675.050230,rgb/1341846675.050230.png,0,0,1,0,0,0,0
fr3_walking_rpy,775,1341846675.088201,rgb/1341846675.088201.png,0,0,1,0,0,0,0
fr3_walking_rpy,776,1341846675.150188,rgb/1341846675.150188.png,0,0,1,0,0,0,0
fr3_walking_rpy,777,1341846675.182290,rgb/1341846675.182290.png,0,0,1,0,0,0,0
fr3_walking_rpy,778,1341846675.218759,rgb/1341846675.218759.png,0,0,1,0,0,0,0
fr3_walking_rpy,779,1341846675.251951,rgb/1341846675.251951.png,0,0,1,0,0,0,0
fr3_walking_rpy,780,1341846675.282406,rgb/1341846675.282406.png,0,0,1,0,0,0,0
fr3_walking_rpy,781,1341846675.318078,rgb/1341846675.318078.png,0,0,1,0,0,0,0
fr3_walking_rpy,782,1341846675.350149,rgb/1341846675.350149.png,0,0,1,0,0,0,0
fr3_walking_rpy,783,1341846675.382271,rgb/1341846675.382271.png,0,0,1,0,0,0,0
fr3_walking_rpy,784,1341846675.450238,rgb/1341846675.450238.png,0,0,1,0,0,0,0
fr3_walking_rpy,785,1341846675.486165,rgb/1341846675.486165.png,0,0,1,0,0,0,0
fr3_walking_rpy,786,1341846675.518083,rgb/1341846675.518083.png,0,0,1,0,0,0,0
fr3_walking_rpy,787,1341846675.550092,rgb/1341846675.550092.png,0,0,1,0,0,0,0
fr3_walking_rpy,788,1341846675.586070,rgb/1341846675.586070.png,0,0,1,0,0,0,0
fr3_walking_rpy,789,1341846675.618075,rgb/1341846675.618075.png,0,0,1,0,0,0,0
fr3_walking_rpy,790,1341846675.650024,rgb/1341846675.650024.png,0,0,1,0,0,0,0
fr3_walking_rpy,791,1341846675.686118,rgb/1341846675.686118.png,0,0,1,0,0,0,0
fr3_walking_rpy,792,1341846675.718055,rgb/1341846675.718055.png,0,0,1,0,0,0,0
fr3_walking_rpy,793,1341846675.754170,rgb/1341846675.754170.png,0,0,1,0,0,0,0
fr3_walking_rpy,794,1341846675.786330,rgb/1341846675.786330.png,0,0,1,0,0,0,0
fr3_walking_rpy,795,1341846675.818106,rgb/1341846675.818106.png,0,0,1,0,0,0,0
fr3_walking_rpy,796,1341846675.854095,rgb/1341846675.854095.png,0,0,1,0,0,0,0
fr3_walking_rpy,797,1341846675.886163,rgb/1341846675.886163.png,0,0,1,0,0,0,0
fr3_walking_rpy,798,1341846675.922346,rgb/1341846675.922346.png,0,0,1,0,0,0,0
